id,precision,recall,F1,F3
solution_P04,0.7820854187011719,0.8384132385253906,0.8092703223228455,0.832417905330658
solution_P06,0.7043407559394836,0.7080836296081543,0.706207275390625,0.7077075242996216
solution_P02,0.7058957815170288,0.683657169342041,0.6945984959602356,0.6858177781105042
solution_P19,0.7844609022140503,0.7611374855041504,0.7726232409477234,0.7634072303771973
solution_P07,0.7690832614898682,0.7456570267677307,0.7571889758110046,0.7479352951049805
solution_P05,0.6574916839599609,0.7119375467300415,0.6836322546005249,0.70609050989151
solution_P01,0.6810133457183838,0.613326907157898,0.64540034532547,0.619484007358551
solution_P18,0.794516384601593,0.7107869386672974,0.7503230571746826,0.7183573246002197
solution_P03,0.7669059634208679,0.6781032085418701,0.719775915145874,0.6860472559928894
solution_P16,0.7932184934616089,0.7485406398773193,0.7702322006225586,0.7527806162834167
solution_P14,0.6983325481414795,0.7043914198875427,0.7013489007949829,0.7037807703018188
solution_P09,0.6990606784820557,0.6662246584892273,0.6822478175163269,0.6693688631057739
solution_P10,0.7455586791038513,0.7382951378822327,0.7419091463088989,0.7390151619911194
solution_P12,0.7410601377487183,0.7205175161361694,0.7306444644927979,0.7225204110145569
solution_P15,0.7041177749633789,0.6383711099624634,0.6696345210075378,0.6443880796432495
solution_P17,0.8132467269897461,0.7362477779388428,0.772834062576294,0.7432852983474731
solution_P13,0.736278235912323,0.7536171078681946,0.744846761226654,0.7518466114997864
solution_P08,0.7245690822601318,0.7354393005371094,0.7299636602401733,0.7343376278877258
solution_P11,0.7601224184036255,0.7492707967758179,0.7546575665473938,0.7503419518470764
