id,precision,recall,F1,F3
solution_P04,0.9404101967811584,0.9288221597671509,0.9345802068710327,0.9299680590629578
solution_P06,0.8560358285903931,0.7743433117866516,0.8131428956985474,0.7818041443824768
solution_P02,0.8320174813270569,0.851207435131073,0.8415030837059021,0.8492487072944641
solution_P19,0.8704686164855957,0.7831811904907227,0.8245211243629456,0.7911141514778137
solution_P01,0.9483858942985535,0.9418680667877197,0.9451157450675964,0.9425158500671387
solution_P03,0.8097270727157593,0.6800758838653564,0.7392600178718567,0.6911422610282898
solution_P16,0.9043858051300049,0.8084180355072021,0.8537133932113647,0.8170884251594543
solution_P14,0.8373034596443176,0.7984912991523743,0.817436933517456,0.8022097945213318
solution_P10,0.7554867267608643,0.7249768972396851,0.7399174571037292,0.7279165387153625
solution_P15,0.8910453915596008,0.8477969765663147,0.8688833117485046,0.8519319891929626
solution_P17,0.8829432725906372,0.763556957244873,0.8189218044281006,0.7740227580070496
solution_P13,0.9251992702484131,0.894644021987915,0.9096651077270508,0.8976085186004639
solution_P08,0.8680517673492432,0.7799582481384277,0.821650505065918,0.7879546880722046
solution_P11,0.8285267353057861,0.788562536239624,0.808050811290741,0.7923845648765564
