id,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score
solution_P04,0.11471752424825227,0.0018014774077958252,0.011039659515006984,0.313953488372093,0.1320754716981132
solution_P06,0.16140757335754521,0.00382746442229621,0.026247273452329037,0.47555555555555556,0.14
solution_P02,0.0872469039535498,0.0005161319187687647,0.008827717992122511,0.31297709923664124,0.02666666666666667
solution_P19,0.24020090758045967,0.01582975660473686,0.10962028033512902,0.650887573964497,0.18446601941747573
solution_P07,0.4212133783668157,0.2655785817266434,0.32157922466991246,0.7070707070707071,0.390625
solution_P05,0.07429383289709693,0.00029583201480817936,0.007196959891039906,0.25396825396825395,0.03571428571428571
solution_P01,0.1067842490783085,0.0005609858725969323,0.008866522083279203,0.29906542056074764,0.11864406779661017
solution_P18,0.0692528457106864,4.2747141756451673e-11,0.0020865810499301174,0.24347826086956523,0.031446540880503145
solution_P03,0.11212631482566959,0.0001020123542536087,0.020848822199486323,0.3566084788029925,0.07094594594594594
solution_P16,0.09161466653934316,3.779893076793842e-06,0.004878531584492914,0.27586206896551724,0.08571428571428572
solution_P14,0.0969492537204664,1.7854950624147346e-06,0.004578446170019955,0.2923076923076923,0.09090909090909091
solution_P09,0.07689374906499816,3.2572405764625426e-09,0.002514762930656783,0.27405247813411077,0.031007751937984496
solution_P10,0.08578575859328322,2.0716169666274144e-06,0.003924017955139308,0.2865853658536585,0.05263157894736842
solution_P12,0.16328469993356848,0.016782646132047507,0.05926737071255109,0.42783505154639173,0.14925373134328357
solution_P15,0.1468646589454544,0.011417996755033894,0.050758835484110545,0.39565217391304347,0.12962962962962962
solution_P17,0.044815085350935695,3.135462574691686e-13,0.001628349931144299,0.16027088036117382,0.017361111111111112
solution_P13,0.25060188787455184,0.09170727633324542,0.16101678809677614,0.5567010309278351,0.19298245614035087
solution_P08,0.07743888495358778,6.985085941402716e-05,0.006649010365975706,0.272108843537415,0.030927835051546393
solution_P11,0.07893692282925134,2.491859094035868e-06,0.0046340883468001925,0.2611111111111111,0.05
