id,precision,recall,F1,F3
solution_P04,0.7498339414596558,0.6242495775222778,0.6813029050827026,0.6348828077316284
solution_P06,0.7768065929412842,0.6586822867393494,0.712884247303009,0.6688531041145325
solution_P02,0.725721001625061,0.6080275177955627,0.6616814136505127,0.618050754070282
solution_P19,0.8459362983703613,0.699853241443634,0.7659920454025269,0.7121512293815613
solution_P07,0.8981494307518005,0.799391508102417,0.8458977341651917,0.8082790970802307
solution_P05,0.7289095520973206,0.6028886437416077,0.6599367260932922,0.6134952902793884
solution_P01,0.7455136179924011,0.6013765335083008,0.6657326221466064,0.6132327914237976
solution_P18,0.7593583464622498,0.5329993367195129,0.6263552308082581,0.5493758320808411
solution_P03,0.775926411151886,0.6272817254066467,0.6937309503555298,0.6395333409309387
solution_P16,0.7231001853942871,0.5655593276023865,0.6346998810768127,0.578155517578125
solution_P14,0.7383365035057068,0.5832564830780029,0.6516976952552795,0.5957700610160828
solution_P09,0.7769114375114441,0.5344285368919373,0.6332509517669678,0.5516460537910461
solution_P10,0.7737576365470886,0.5891140699386597,0.6689279675483704,0.6035159230232239
solution_P12,0.8043437600135803,0.6922316551208496,0.7440884113311768,0.7020166516304016
solution_P15,0.8063327074050903,0.6815149784088135,0.7386882901191711,0.6922304630279541
solution_P17,0.7587226033210754,0.5522259473800659,0.6392108798027039,0.5676760077476501
solution_P13,0.8251864314079285,0.7251010537147522,0.7719130516052246,0.7340036630630493
solution_P08,0.7297269701957703,0.5780927538871765,0.645119309425354,0.5903602242469788
solution_P11,0.7566021680831909,0.5903047919273376,0.6631874442100525,0.6035709977149963
